observed_at,source,team_id,manager,player_id,player_name,player_name_full,position_id,market_value,points,buyout,buyout_until,player_status
2026-08-19T1245Z,laliga,38091967,miguel_autentico,2713,Ionut Radu,Ionut Radu,1,37418753,,39655832,2026-08-28T22:24:08+02:00,ok
2026-08-19T1245Z,laliga,38091967,miguel_autentico,3099,Fornals,Pablo Fornals,3,56528053,,58220110,2026-08-29T22:24:04+02:00,ok
2026-08-19T1245Z,laliga,38091967,miguel_autentico,3123,Marcos Alonso,Marcos Alonso,2,28309824,,28589508,2026-09-01T22:24:11+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,3040,A. Herrero,Alfonso Herrero,1,8485504,,12467418,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,1484,Guruzeta,Gorka Guruzeta,4,14756001,,21302826,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2400,Pere Milla,Pere Milla,4,9046323,2,16373543,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2784,Marc Bernal,Marc Bernal,3,7701982,,9308811,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,3028,G. Puerta,Gustavo Puerta,3,13553209,5,19329093,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2394,Williot,Williot Swedberg,3,7760923,,13878081,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,3127,Moscardo,Gabriel Silva Moscardo de Salles,3,8453296,,17682910,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2431,Brahim,Brahim Díaz,3,10903490,,18793931,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2985,Noubi,Lucas Noubi,2,13123702,3,18689875,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,302,Gayá,José Luis Gayá Peña,2,10540905,,19035033,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2479,Kike Salas,Kike Salas,2,11287858,1,19364541,2026-08-24T22:24:38+02:00,suspended
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,3059,Pastor,Álex Pastor,2,374672,,1000000,2026-08-24T22:24:38+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2790,Cardoso,Fábio Rafael Rodrigues Cardoso,2,770879,,1000000,2026-08-25T22:24:12+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2522,Raphinha,Raphael Dias Belloli,4,90473141,,90473141,2026-08-26T22:24:39+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,2619,Karrikaburu,Jon Karrikaburu,4,538408,,1000000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1245Z,laliga,38066387,Magic Mike 333,1221,Gavi,Pablo Martín Páez Gavira,3,30220657,,35500000,2026-08-28T22:24:08+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2613,M. Dituro,Matías Dituro,1,7880641,5,11204821,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2923,Raúl Moro,Raúl Moro,4,14069229,,21130341,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2504,Ayoze,Ayoze Pérez,4,17651386,1,26411713,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2603,Ferran Jutglà,Ferran Jutglà,4,9559253,,15152335,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2418,Marc Roca,Marc Roca,3,5345196,,8477136,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2607,Ilaix Moriba,Moriba Kourouma Kourouma,3,9641801,,17557620,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,1300,Camavinga,Eduardo Celmi Camavinga,3,9653256,,18947151,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2470,Foyth,Juan Foyth,2,13289199,4,17975440,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,2415,Llorente ,Diego Llorente,2,13022356,,20786520,2026-08-24T22:26:49+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,3089,Ez Abde,Abde Ezzalzouli,4,42073616,,49991863,2026-08-26T22:24:39+02:00,doubtful
2026-08-19T1245Z,laliga,38066616,Albert Laporta,1674,Arda Güler,Arda Güler,3,56021595,,56021595,2026-08-27T22:24:16+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,3068,Cabrera,Leandro Cabrera,2,16005223,,17500002,2026-08-27T22:24:16+02:00,suspended
2026-08-19T1245Z,laliga,38066616,Albert Laporta,1959,Mouriño,Santiago Mouriño,2,37265661,-1,40516387,2026-08-29T22:24:04+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,3151,Buonanotte,Facundo Buonanotte,3,6516292,,7331515,2026-08-29T22:24:04+02:00,ok
2026-08-19T1245Z,laliga,38066616,Albert Laporta,3142,Angeliño,José Ángel Esmoris Tasende,2,15316408,,15537090,2026-09-01T22:24:11+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2700,Etta Eyong,Karl Edouard Blaise Etta Eyong,4,24961083,1,40853793,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,3069,Blanco,Antonio Blanco,3,14721156,4,25133218,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2556,Buchanan,Tajon Buchanan,3,17318383,2,31895190,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,3120,De Haas,Justin de Haas,2,9017369,,14434821,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,3037,C. Puga,Carlos Puga,2,5010175,,9084328,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,3098,Q. Hartman,Quilindschy Hartman,2,8047236,,15988828,2026-08-25T14:07:38+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2614,C. Romero,Carlos Romero,2,43244323,3,45739000,2026-08-25T22:24:12+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2507,Dmitrovic,Marko Dmitrovic,1,38653325,11,40010000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,1031,Comesaña,Santiago Comesaña,3,32971145,-1,35276000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2474,Denis Suárez,Denis Suárez,3,2387396,2,2580315,2026-08-27T22:24:16+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2315,Paredes,Aitor Paredes,2,5380175,,5380175,2026-08-30T22:24:29+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,2530,Huijsen,Dean Huijsen,2,35005513,,35005513,2026-08-30T22:24:29+02:00,ok
2026-08-19T1454Z,laliga,38099509,BurtonGM89,1337,Tenaglia,Nahuel Tenaglia,2,16388338,17,16388338,2026-08-31T22:24:18+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,3073,Andrés Martín,Andrés Martín,4,19873792,8,32786210,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,927,Berenguer,Alejandro Berenguer Remiro,4,8643815,,15510195,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,3129,Carlos Espí,Carlos Espí,4,9552235,,13434351,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,3119,Amatucci,Lorenzo Amatucci,3,13307964,5,20077653,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,3035,Izan M.,Izan Merino,3,6013271,,11031121,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2338,Aimar,Aimar Oroz,3,16102103,,25621956,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2480,Johnny,Johnny Cardoso,3,5410482,,10511531,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,1029,Álvaro García,Álvaro García,3,19736298,8,29306810,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,1991,Tárrega,César Tárrega,2,9132719,,14818160,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2776,A. Abqar,Abdel Abqar,2,7219557,2,10747565,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2552,Jonny Otto,Jonathan Castro Otto,2,5778136,7,9186281,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,74,Yuri,Yuri Berchiche Izeta,2,12287251,,21207668,2026-08-25T13:49:58+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,1210,Giuliano,Giuliano Simeone,4,42343060,,44652302,2026-08-27T22:24:16+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2443,Aramburu,Jon Aramburu,2,18008779,,18008779,2026-08-28T22:24:08+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2640,Mario Martín,Mario Martín,3,4087782,4,4087782,2026-08-29T22:24:04+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2785,Riedel,Clemens Riedel,2,4781759,8,4781759,2026-08-29T22:24:04+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,3109,Leo Román,Leo Román,1,38063117,7,38063117,2026-08-31T22:24:18+02:00,ok
2026-08-19T1454Z,laliga,38098179,SusoGattuso,2382,Isi,Isi Palazón,4,20451312,3,20451312,2026-09-01T22:24:11+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,3002,Iñigo Vicente,Iñigo Vicente,4,19827146,6,31271675,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,2464,Pepelu,José Luis García Vayá,3,7671722,,12462728,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,1070,De Galarreta,Inigo Ruiz de Galarreta,3,12774894,,19535720,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,3036,Dani Lorenzo,Dani Lorenzo,3,9442076,,15716008,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,637,Moncayola,Jon Moncayola,3,6906770,,10742151,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,2390,Starfelt,Carl Starfelt,2,14069220,,22056818,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,255,Le Normand,Robin Le Normand,2,10595666,,16724430,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,265,Zubeldia,Igor Zubeldia,2,10287967,,16199615,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,1930,El Hilali,Omar El Hilali,2,9747774,8,14122438,2026-08-25T12:15:41+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,1215,Turrientes,Beñat Turrientes,3,6953124,,6953124,2026-08-25T22:24:12+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,2453,Agoumé,Lucien Agoumé,3,5679445,3,5891526,2026-08-28T22:24:08+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,2713,Ionut Radu,Ionut Radu,1,37418753,,39655832,2026-08-28T22:24:08+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,3099,Fornals,Pablo Fornals,3,56528053,,58220110,2026-08-29T22:24:04+02:00,ok
2026-08-19T1454Z,laliga,38091967,miguel_autentico,3123,Marcos Alonso,Marcos Alonso,2,28309824,,28589508,2026-09-01T22:24:11+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,3040,A. Herrero,Alfonso Herrero,1,8485504,,12467418,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,1484,Guruzeta,Gorka Guruzeta,4,14756001,,21302826,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2400,Pere Milla,Pere Milla,4,9046323,2,16373543,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2784,Marc Bernal,Marc Bernal,3,7701982,,9308811,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,3028,G. Puerta,Gustavo Puerta,3,13553209,5,19329093,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2394,Williot,Williot Swedberg,3,7760923,,13878081,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,3127,Moscardo,Gabriel Silva Moscardo de Salles,3,8453296,,17682910,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2431,Brahim,Brahim Díaz,3,10903490,,18793931,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2985,Noubi,Lucas Noubi,2,13123702,3,18689875,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,302,Gayá,José Luis Gayá Peña,2,10540905,,19035033,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2479,Kike Salas,Kike Salas,2,11287858,1,19364541,2026-08-24T22:24:38+02:00,suspended
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,3059,Pastor,Álex Pastor,2,374672,,1000000,2026-08-24T22:24:38+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2790,Cardoso,Fábio Rafael Rodrigues Cardoso,2,770879,,1000000,2026-08-25T22:24:12+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2522,Raphinha,Raphael Dias Belloli,4,90473141,,90473141,2026-08-26T22:24:39+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,2619,Karrikaburu,Jon Karrikaburu,4,538408,,1000000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1454Z,laliga,38066387,Magic Mike 333,1221,Gavi,Pablo Martín Páez Gavira,3,30220657,,35500000,2026-08-28T22:24:08+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2613,M. Dituro,Matías Dituro,1,7880641,5,11204821,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2923,Raúl Moro,Raúl Moro,4,14069229,,21130341,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2504,Ayoze,Ayoze Pérez,4,17651386,1,26411713,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2603,Ferran Jutglà,Ferran Jutglà,4,9559253,,15152335,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2418,Marc Roca,Marc Roca,3,5345196,,8477136,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2607,Ilaix Moriba,Moriba Kourouma Kourouma,3,9641801,,17557620,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,1300,Camavinga,Eduardo Celmi Camavinga,3,9653256,,18947151,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2470,Foyth,Juan Foyth,2,13289199,4,17975440,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,2415,Llorente ,Diego Llorente,2,13022356,,20786520,2026-08-24T22:26:49+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,3089,Ez Abde,Abde Ezzalzouli,4,42073616,,49991863,2026-08-26T22:24:39+02:00,doubtful
2026-08-19T1454Z,laliga,38066616,Albert Laporta,1674,Arda Güler,Arda Güler,3,56021595,,56021595,2026-08-27T22:24:16+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,3068,Cabrera,Leandro Cabrera,2,16005223,,17500002,2026-08-27T22:24:16+02:00,suspended
2026-08-19T1454Z,laliga,38066616,Albert Laporta,1959,Mouriño,Santiago Mouriño,2,37265661,-1,40516387,2026-08-29T22:24:04+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,3151,Buonanotte,Facundo Buonanotte,3,6516292,,7331515,2026-08-29T22:24:04+02:00,ok
2026-08-19T1454Z,laliga,38066616,Albert Laporta,3142,Angeliño,José Ángel Esmoris Tasende,2,15316408,,15537090,2026-09-01T22:24:11+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2700,Etta Eyong,Karl Edouard Blaise Etta Eyong,4,24958002,1,40853793,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,3069,Blanco,Antonio Blanco,3,14717905,4,25133218,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2556,Buchanan,Tajon Buchanan,3,17316419,2,31895190,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,3120,De Haas,Justin de Haas,2,9015576,,14434821,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,3037,C. Puga,Carlos Puga,2,5009390,,9084328,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,3098,Q. Hartman,Quilindschy Hartman,2,8046628,,15988828,2026-08-25T14:07:38+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2614,C. Romero,Carlos Romero,2,43237989,3,45739000,2026-08-25T22:24:12+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2507,Dmitrovic,Marko Dmitrovic,1,38638122,11,40010000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,1031,Comesaña,Santiago Comesaña,3,32968709,-1,35276000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2474,Denis Suárez,Denis Suárez,3,2387092,2,2580315,2026-08-27T22:24:16+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2315,Paredes,Aitor Paredes,2,5377939,,5377939,2026-08-30T22:24:29+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,2530,Huijsen,Dean Huijsen,2,34989568,,34989568,2026-08-30T22:24:29+02:00,ok
2026-08-19T1639Z,laliga,38099509,BurtonGM89,1337,Tenaglia,Nahuel Tenaglia,2,16380022,17,16380022,2026-08-31T22:24:18+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,3073,Andrés Martín,Andrés Martín,4,19865147,8,32786210,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,927,Berenguer,Alejandro Berenguer Remiro,4,8642344,,15510195,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,3129,Carlos Espí,Carlos Espí,4,9547986,,13434351,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,3119,Amatucci,Lorenzo Amatucci,3,13305512,5,20077653,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,3035,Izan M.,Izan Merino,3,6012567,,11031121,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2338,Aimar,Aimar Oroz,3,16097943,,25621956,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2480,Johnny,Johnny Cardoso,3,5409878,,10511531,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,1029,Álvaro García,Álvaro García,3,19728187,8,29306810,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,1991,Tárrega,César Tárrega,2,9130429,,14818160,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2776,A. Abqar,Abdel Abqar,2,7217640,2,10747565,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2552,Jonny Otto,Jonathan Castro Otto,2,5775589,7,9186281,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,74,Yuri,Yuri Berchiche Izeta,2,12284843,,21207668,2026-08-25T13:49:58+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,1210,Giuliano,Giuliano Simeone,4,42335167,,44652302,2026-08-27T22:24:16+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2443,Aramburu,Jon Aramburu,2,18003557,,18003557,2026-08-28T22:24:08+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2640,Mario Martín,Mario Martín,3,4086242,4,4086242,2026-08-29T22:24:04+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2785,Riedel,Clemens Riedel,2,4779160,8,4779160,2026-08-29T22:24:04+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,3109,Leo Román,Leo Román,1,38051570,7,38051570,2026-08-31T22:24:18+02:00,ok
2026-08-19T1639Z,laliga,38098179,SusoGattuso,2382,Isi,Isi Palazón,4,20444458,3,20444458,2026-09-01T22:24:11+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,3002,Iñigo Vicente,Iñigo Vicente,4,19820874,6,31271675,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,2464,Pepelu,José Luis García Vayá,3,7669774,,12462728,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,1070,De Galarreta,Inigo Ruiz de Galarreta,3,12770836,,19535720,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,3036,Dani Lorenzo,Dani Lorenzo,3,9440630,,15716008,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,637,Moncayola,Jon Moncayola,3,6905144,,10742151,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,2390,Starfelt,Carl Starfelt,2,14065733,,22056818,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,255,Le Normand,Robin Le Normand,2,10591897,,16724430,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,265,Zubeldia,Igor Zubeldia,2,10285478,,16199615,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,1930,El Hilali,Omar El Hilali,2,9743295,8,14122438,2026-08-25T12:15:41+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,1215,Turrientes,Beñat Turrientes,3,6952066,,6952066,2026-08-25T22:24:12+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,2453,Agoumé,Lucien Agoumé,3,5678476,3,5891526,2026-08-28T22:24:08+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,2713,Ionut Radu,Ionut Radu,1,37412396,,39655832,2026-08-28T22:24:08+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,3099,Fornals,Pablo Fornals,3,56515936,,58220110,2026-08-29T22:24:04+02:00,ok
2026-08-19T1639Z,laliga,38091967,miguel_autentico,3123,Marcos Alonso,Marcos Alonso,2,28304295,,28589508,2026-09-01T22:24:11+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,3040,A. Herrero,Alfonso Herrero,1,8485574,,12467418,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,1484,Guruzeta,Gorka Guruzeta,4,14750197,,21302826,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2400,Pere Milla,Pere Milla,4,9045288,2,16373543,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2784,Marc Bernal,Marc Bernal,3,7699269,,9308811,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,3028,G. Puerta,Gustavo Puerta,3,13546797,5,19329093,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2394,Williot,Williot Swedberg,3,7759517,,13878081,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,3127,Moscardo,Gabriel Silva Moscardo de Salles,3,8452836,,17682910,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2431,Brahim,Brahim Díaz,3,10900427,,18793931,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2985,Noubi,Lucas Noubi,2,13120040,3,18689875,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,302,Gayá,José Luis Gayá Peña,2,10539202,,19035033,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2479,Kike Salas,Kike Salas,2,11287147,1,19364541,2026-08-24T22:24:38+02:00,suspended
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,3059,Pastor,Álex Pastor,2,374590,,1000000,2026-08-24T22:24:38+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2790,Cardoso,Fábio Rafael Rodrigues Cardoso,2,770798,,1000000,2026-08-25T22:24:12+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2522,Raphinha,Raphael Dias Belloli,4,90437304,,90437304,2026-08-26T22:24:39+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,2619,Karrikaburu,Jon Karrikaburu,4,538326,,1000000,2026-08-26T22:24:39+02:00,ok
2026-08-19T1639Z,laliga,38066387,Magic Mike 333,1221,Gavi,Pablo Martín Páez Gavira,3,30217133,,35500000,2026-08-28T22:24:08+02:00,ok
2026-08-19T1639Z,laliga,38066616,Albert Laporta,2613,M. Dituro,Matías Dituro,1,7877831,5,11204821,2026-08-24T22:26:49+02:00,ok
2026-08-19T1639Z,laliga,38066616,Albert Laporta,2923,Raúl Moro,Raúl Moro,4,14062325,,21130341,2026-08-24T22:26:49+02:00,ok
2026-08-19T1639Z,laliga,38066616,Albert Laporta,2504,Ayoze,Ayoze Pérez,4,17647171,1,26411713,2026-08-24T22:26:49+02:00,ok
2026-08-19T1639Z,laliga,38066616,Albert Laporta,2603,Ferran Jutglà,Ferran Jutglà,4,9556829,,15152335,2026-08-24T22:26:49+02:00,ok
2026-08-19T1639Z,laliga,38066616,Albert Laporta,2418,Marc Roca,Marc Roca,3,5344056,,8477136,2026-08-24T22:26:49+02:00,ok
